source,target,weight,p_value
Androgen,SEC14L2,4.38852738911,3.4431298313599995e-14
Androgen,PSMD8,3.65732836091,3.63130513581e-14
Androgen,UBE2J1,3.76002103397,3.7958081863899994e-14
Androgen,FUT8,-4.40595359044,7.24871844689e-14
Androgen,PAK1IP1,7.6919315634,9.461596297639999e-14
Androgen,MANEA,-4.00414637037,1.16701147392e-13
Androgen,GCG,-2.17133592689,1.25162965851e-13
Androgen,SELENOP,6.33678058131,1.2801463519300001e-13
Androgen,TRPM8,3.83541868895,1.47502166728e-13
Androgen,SCAP,2.92921089044,1.59470971519e-13
Androgen,MCCC2,2.80800480204,2.0083809352900001e-13
EGFR,LZTFL1,-1.873876929252963,2.080995548762294e-18
EGFR,PHLDA2,3.5051383414014112,2.0530624360982718e-17
EGFR,DUSP6,12.629312588446036,6.537323955474059e-17
EGFR,DUSP5,7.943039506997307,6.866690049500147e-17
EGFR,PHLDA1,6.619626128742468,3.410693294717719e-16
EGFR,CRIPT,-2.0449378698683227,3.7781313245776793e-16
EGFR,DUSP4,6.967179671474087,5.487505765913519e-16
EGFR,EPHA2,5.4111841020654285,6.199382974586766e-16
EGFR,MCCC1,-2.17032352979398,3.200006132629977e-15
EGFR,HAS3,2.923737765119489,4.898721373155214e-15
EGFR,VAV3,-3.386485036216109,5.0496118788377256e-15
EGFR,FOSL1,7.647829795338416,6.806464968351956e-15
EGFR,SENP7,-2.1103437828969924,1.0328673053197286e-14
EGFR,BZW1,2.746151949488983,1.0816093980751852e-14
EGFR,EGR4,2.9530763854223228,3.1981002741912816e-14
EGFR,POT1,-1.8333008584025583,4.8412458080788727e-14
EGFR,LAMC2,3.920115723402268,6.321007945177382e-14
EGFR,ATG2B,-1.6455804469932764,7.205704250703704e-14
EGFR,NR1D2,-3.0832724486774854,7.311224348436502e-14
EGFR,LARP7,-0.9170774557824304,1.2447288402888332e-13
EGFR,MYO1A,0.9947781195140428,1.382085630944513e-13
EGFR,GOLPH3L,-2.7415248706060975,1.6256791477257214e-13
EGFR,KIAA1522,-2.506941467337292,1.8561881207327256e-13
EGFR,ADORA1,1.2678100083900097,2.695409213643443e-13
EGFR,RABGAP1,-1.2694002588993438,2.695814225575056e-13
EGFR,SYF2,-1.4076357524680667,3.1371431039991696e-13
EGFR,BBIP1,-1.184318958232922,3.5927451379405497e-13
EGFR,PCMTD2,-2.195375446325962,4.0342454296900035e-13
EGFR,CHRNA10,0.689980899769992,4.678049281274496e-13
EGFR,MARF1,-2.298468517446856,4.76513789509986e-13
EGFR,RETREG3,-2.1223177844002925,5.555497318038874e-13
EGFR,PNP,4.643619941645966,5.975321665693824e-13
EGFR,ATXN3,-1.2742786737691196,6.115840121533756e-13
EGFR,ETFDH,-1.668458754983148,6.390856683559882e-13
EGFR,SPOCD1,4.295689401219409,6.90564814191275e-13
EGFR,NBR1,-1.997203364164864,1.1358566550996505e-12
EGFR,TRIB1,3.917794383276805,1.1973903561509756e-12
EGFR,ELF2,-1.3429287000126269,1.2698948043696344e-12
EGFR,PLEK2,3.43925696360287,1.4464428755858156e-12
EGFR,CLDN8,-2.018707848487331,1.9898873907603387e-12
EGFR,ZNF224,-1.3973098554739216,2.0746794737339123e-12
EGFR,CBARP,0.9794424786218808,2.5590335902141e-12
EGFR,RNF146,-2.1708211640021235,2.582500040181218e-12
EGFR,EAPP,-2.2398997303308854,2.724263973594626e-12
EGFR,BSDC1,-1.2693689680961624,2.795469787965798e-12
EGFR,RAB33B,-1.7836428159636903,3.049075733086697e-12
EGFR,MBTPS1,-1.4066013754786937,3.460666389836151e-12
EGFR,MDFI,1.1601090725994416,4.064011239846541e-12
EGFR,KCNF1,1.5758757301367112,4.139417919054291e-12
EGFR,RBM48,-1.0537742383023745,4.164230758709811e-12
EGFR,KLHDC2,-3.593929654559083,5.336253791263421e-12
EGFR,AEN,2.987402897428214,5.3670655532329465e-12
EGFR,PWP2,1.1724883837862146,5.592256050068026e-12
EGFR,DYNC2LI1,-1.4302386019583069,6.1040572147944295e-12
EGFR,CCDC28A,-3.1018147713203996,6.800547308050611e-12
EGFR,EFHC1,-2.0346036601314106,7.0985630290386295e-12
EGFR,XRCC3,1.487957075070578,7.443976695509594e-12
EGFR,SPATA2L,1.7564976683917295,7.557238649548598e-12
EGFR,SLC45A3,1.902438901805597,8.612087450169518e-12
EGFR,WDR19,-1.4937894240640512,8.978147833820484e-12
EGFR,TRH,0.7719646613807655,9.407463598375554e-12
EGFR,TMEM59,-1.864066426580397,9.424570780396212e-12
EGFR,CEPT1,-0.9945937341242642,1.2027884769467304e-11
EGFR,ZNF75D,-1.3158194734458744,1.4412896791086564e-11
EGFR,TUBB4B,4.084510207636249,1.6563049793219292e-11
EGFR,HMOX2,1.7196379725677713,1.7181624062144987e-11
EGFR,ODC1,4.678550828963831,1.7276539727449614e-11
EGFR,EXD3,0.7799245134709468,1.7501037235775418e-11
EGFR,RCOR3,-1.6707723934808358,1.7571456603383403e-11
EGFR,ZNF350,-1.2635000674740438,2.1643722690592303e-11
EGFR,DCAF13,1.434232957050236,2.220264436931697e-11
EGFR,N4BP2L2,-1.5940146460304414,2.330035273061696e-11
EGFR,AJUBA,-3.1932646626203125,2.395938476928876e-11
EGFR,MMUT,-1.6908695700558949,2.4575924368069158e-11
EGFR,CFL1,1.3292454786626662,2.77853193596486e-11
EGFR,GPR75,1.0370395152926324,2.8023841590766585e-11
EGFR,TRIM52,-2.012160331907214,3.2450401880494924e-11
EGFR,ZNF451,-1.0560068807443646,4.2144089037918817e-11
EGFR,GRAMD1C,-2.7970919926897237,4.4443312073733286e-11
EGFR,C2CD5,-1.939043070159012,5.24568735600833e-11
EGFR,ZNF571,-1.903966941985998,6.067182703122565e-11
EGFR,ZBED8,-3.1168487742826496,6.276850880143654e-11
EGFR,PTHLH,3.6139766530130992,6.995017499719272e-11
EGFR,CARF,-1.6012840814043696,8.672887358773903e-11
EGFR,SH2D5,2.4321329761194748,8.678847357905688e-11
EGFR,ZSCAN31,-3.1000917088831597,8.866609778781583e-11
EGFR,MYEOV,1.7266324343740325,9.22206984933342e-11
EGFR,PNISR,-1.5953880431843823,1.0001125833144802e-10
EGFR,TTC33,-1.3844089815723284,1.0240230292508416e-10
EGFR,DSPP,2.3503871126951883,1.0819565675562869e-10
EGFR,ANAPC16,-1.821018358054228,1.193267587599775e-10
EGFR,EGR3,6.271415501113189,1.2871065902881578e-10
EGFR,FOXN3,-1.679543012599012,1.2927045245116148e-10
EGFR,PEX1,-1.661662409061576,1.4416771370518194e-10
EGFR,TOMM34,1.805978792987492,1.5100001728181333e-10
EGFR,ABHD18,-1.2730325781368033,1.5579052332465343e-10
EGFR,NPNT,-1.8713559663434385,1.601218229073691e-10
EGFR,SUDS3,-2.195319617651939,1.6098490219030872e-10
EGFR,GABARAPL1,-2.959643453525015,1.6825616924859874e-10
EGFR,AUH,-2.194003514605811,1.7036463974682275e-10
Estrogen,GREB1,17.2401728397,8.583551497149999e-57
Estrogen,TFF1,14.4302547293,4.18000223188e-51
Estrogen,RET,10.7180267789,3.1097880861400003e-50
Estrogen,HEY2,11.4823694969,3.12912206831e-44
Estrogen,RAPGEFL1,10.544895916,5.197092852539999e-43
Estrogen,PGR,8.52814244888,1.37556045779e-41
Estrogen,C5AR2,4.7330543263,2.3574293038899996e-38
Estrogen,CXCL12,12.4776735289,3.03864916538e-36
Estrogen,TPD52L1,10.085513349,1.9321149125499996e-34
Estrogen,NPY1R,10.6645059299,1.5779940805e-33
Estrogen,MYB,9.4277805658,9.916281347e-32
Estrogen,CALCR,5.39627356601,9.42849339797e-31
Estrogen,IL17RB,11.4189859122,1.09216760513e-29
Estrogen,SNX24,6.89935571746,2.99173470553e-29
Estrogen,ARL3,3.95094805128,5.32114236095e-27
Estrogen,TGFB3,-5.33026789517,1.64159079811e-25
Estrogen,OLFM1,3.75243310871,1.04938885208e-24
Estrogen,NKAIN1,4.73154567799,1.68009570673e-24
Estrogen,FKBP4,8.25832988113,3.7141093421400004e-24
Estrogen,IGFBP4,11.6514913965,5.19661359575e-24
Estrogen,ERBB3,-4.88074044723,5.7145322661999996e-24
Estrogen,CTNND2,-3.55466409986,1.48506081374e-23
Estrogen,SIAH2,9.43676093773,3.4326245832299996e-23
Estrogen,SLC22A5,7.73829566495,4.6545775615399997e-23
Estrogen,NR5A2,5.15006194006,2.45059255032e-21
Estrogen,MSMB,4.54908081939,3.0128602101099998e-21
Estrogen,ELOVL2,8.69057624608,3.1037725049699997e-21
Estrogen,COMT,-3.05468575187,5.25398638696e-21
Estrogen,CELSR2,8.66914415272,2.37067496411e-20
Estrogen,EPS15L1,3.14164436919,2.6813803121900002e-20
Estrogen,GLA,8.44185876447,1.75792223968e-19
Estrogen,DSCAM,4.14288012519,2.86926900665e-19
Estrogen,ABCC5,-4.8549878295,5.5361524213099995e-19
Estrogen,PRSS23,8.75522282336,6.99236983658e-19
Estrogen,RLN2,6.71852324093,5.214921373020001e-18
Estrogen,SLC25A24,3.66548160476,5.603667522640001e-18
Estrogen,DEPTOR,7.46377846634,2.9651271790500003e-17
Estrogen,NRIP1,10.0200104925,3.4535862973500004e-17
Estrogen,PCP4,6.36520077341,4.77611267081e-17
Estrogen,ARMCX6,3.3639024049,1.04348102963e-16
Estrogen,MISP,-4.33416825574,1.28611900263e-16
Estrogen,CA12,8.41357762757,1.57968970019e-16
Estrogen,EPB41L5,-3.43451140317,1.8736972760199999e-16
Estrogen,MYO1B,-5.4741888205,1.92643419346e-16
Estrogen,SH3BP4,-4.87774227508,2.20835476153e-16
Estrogen,RNF43,-5.41598767784,4.14406318087e-16
Estrogen,TASOR2,4.93576703606,4.34948491305e-16
Estrogen,DDX10,4.62695785919,5.02998170837e-16
Estrogen,MED13L,3.83741058189,5.96031370772e-16
Estrogen,UPK2,-3.38692225002,7.39626171669e-16
Estrogen,ADORA1,5.02379225883,1.12412234005e-15
Estrogen,KCNJ3,-2.98207081773,2.1743966358699998e-15
Estrogen,ASB13,6.99394259362,2.8647379108199997e-15
Estrogen,PLPP2,-4.47476054597,3.52198650708e-15
Estrogen,CEP43,2.46840962977,3.59125906526e-15
Estrogen,IL1R1,-6.86624961006,4.02725294703e-15
Estrogen,XBP1,5.71530844515,4.05429589158e-15
Estrogen,CAP2,5.01154709433,6.899049145199999e-15
Estrogen,RHBDF1,-3.65846843274,1.0258251389899999e-14
Estrogen,ZNF552,2.88661715189,2.1365566287199998e-14
Estrogen,CAB39L,-4.12631179667,2.2082995860299997e-14
Estrogen,RAB27B,-5.88914566171,2.7113635929299997e-14
Estrogen,PLAC1,5.06711601484,3.0930239986e-14
Estrogen,RAB9A,-6.00777315701,1.0146319156e-13
Estrogen,HDAC7,-2.03748800346,1.46710319613e-13
Estrogen,ZDHHC7,-4.83093256313,3.30017248966e-13
Estrogen,SIDT1,-4.23204663804,4.44840495554e-13
Estrogen,RARA,3.02158025348,5.51305122139e-13
Estrogen,FAM102A,5.76083870514,5.78498378031e-13
Estrogen,WWC1,5.58743801371,7.03425490945e-13
Estrogen,ELF5,-3.21644433313,1.2319535513400001e-12
Estrogen,CTR9,4.82318209378,1.4918313152700001e-12
Estrogen,KIAA0513,-3.62315496931,1.49248829721e-12
Estrogen,SEC14L2,5.23907790111,1.52379457389e-12
Estrogen,MYH14,-2.13654612134,2.2263632288e-12
Estrogen,MPPED2,3.91502173549,2.2657488052800003e-12
Estrogen,RBBP8,6.83400284824,2.5389583362500002e-12
Estrogen,TLE1,-4.10217257102,2.6296821716900002e-12
Estrogen,TMEM135,-3.50320154881,2.71858838511e-12
Estrogen,FRK,4.90037712333,3.95708205798e-12
Estrogen,ADCY9,3.2478819979,4.04527404205e-12
Estrogen,EGR3,16.0776973153,4.54957828931e-12
Estrogen,TIAM1,4.47348368321,4.8767003644e-12
Estrogen,CASP9,-2.43538830188,4.89149953491e-12
Estrogen,CLDN9,-2.08481449153,7.587571550650001e-12
Estrogen,WFS1,4.21639521035,8.664603866190001e-12
Estrogen,SLC7A5,11.2240689529,8.83147124908e-12
Estrogen,PPIF,10.130802152,9.094633196e-12
Estrogen,CLDN4,-3.82821711919,9.18977748796e-12
Estrogen,GATA3,-6.00468746718,9.25937056217e-12
Estrogen,RCL1,4.21924727177,1.08705389755e-11
Estrogen,PIK3R3,-5.49749606658,1.11685909746e-11
Estrogen,SLC9A1,-2.59442657319,1.15742055897e-11
Estrogen,SDK2,1.87704625885,1.18897388262e-11
Estrogen,TACC1,-3.37486737164,1.83332560001e-11
Estrogen,ATP2A3,-2.88202583781,1.85032173303e-11
Estrogen,ESR1,-1.30445244618,2.09589089475e-11
Estrogen,KCNK5,4.65682787894,2.13824664248e-11
Estrogen,SGCG,-4.18181325248,2.2788911538e-11
Estrogen,STC2,10.2860517134,2.29909435434e-11
Hypoxia,PDK1,13.120449402558766,3.9967155916217565e-55
Hypoxia,ANKRD37,8.48497615199521,8.995462307846866e-55
Hypoxia,FAM162A,8.33555155151556,6.745428857735599e-53
Hypoxia,BNIP3L,14.120302370563392,1.986777454321033e-52
Hypoxia,ENO2,14.326939818224217,8.0956554140359e-49
Hypoxia,ANKZF1,7.3581628655820355,1.8442215352509777e-48
Hypoxia,NDRG1,22.08711949313988,6.251402027533532e-48
Hypoxia,INSIG2,13.562193843210398,7.172252190998713e-46
Hypoxia,FUT11,11.170582164162454,1.0848705090412338e-45
Hypoxia,KDM3A,10.850752743976678,1.9684994493408812e-45
Hypoxia,PFKFB4,8.940270838819915,3.9599349757387095e-45
Hypoxia,GBE1,9.711499344287043,4.306089106861597e-45
Hypoxia,EGLN1,9.594450021663096,4.5672569469311194e-45
Hypoxia,PGK1,9.993991393929369,9.88245351266058e-44
Hypoxia,HILPDA,16.707123547646272,1.0330579537792771e-43
Hypoxia,PLOD2,13.600144008727044,1.2180752199164032e-43
Hypoxia,RLF,7.070285475179907,1.3841306777623875e-43
Hypoxia,ALDOC,13.161523644516665,8.028079440185832e-42
Hypoxia,ERO1A,9.698198187800116,1.121444224539941e-40
Hypoxia,ALDOA,7.654678080881261,2.4505319401437164e-40
Hypoxia,BNIP3,19.41797403956135,6.846548533029188e-40
Hypoxia,GPI,8.549580220186382,8.579552933562e-40
Hypoxia,PLOD1,6.610224848855331,9.490972016350604e-39
Hypoxia,SLC2A1,8.67915398023849,1.209683348857527e-38
Hypoxia,KDM4B,3.6502093225821697,1.4937721375067452e-38
Hypoxia,ZNF395,8.060934043547565,1.8327517396669672e-38
Hypoxia,P4HA1,11.06765669269899,2.118616390167501e-36
Hypoxia,PPFIA4,10.837614563420766,2.5442933075365625e-36
Hypoxia,EGLN3,11.655727921145276,2.345901413001516e-35
Hypoxia,VLDLR,10.266334142486112,9.347067770860575e-35
Hypoxia,VEGFA,10.612898925768754,9.984955488258035e-35
Hypoxia,EFNA3,4.211740089377879,8.149922775918524e-34
Hypoxia,PFKFB3,14.547192077328102,1.763495049524291e-33
Hypoxia,MXI1,10.860921454642892,2.335180615383504e-33
Hypoxia,WDR45B,4.504362332270949,3.571380805048122e-33
Hypoxia,WSB1,7.024224347672526,4.981481728988113e-33
Hypoxia,LDHA,7.653450321804332,1.1760701257949107e-32
Hypoxia,AK4,9.693023500676851,1.441542807352941e-32
Hypoxia,NCKIPSD,2.336982502347681,1.5579535443951508e-32
Hypoxia,PGM1,7.88583461642632,8.089733021244545e-32
Hypoxia,SLC25A36,5.329043990266979,1.238625127789682e-30
Hypoxia,YEATS2,5.353127516506888,1.9457902113409833e-30
Hypoxia,ANGPTL4,12.640690645582348,2.031859959073779e-30
Hypoxia,TMEM45A,17.87680015652248,2.2225952803676178e-30
Hypoxia,NGLY1,3.5046086484829,2.7053869550462113e-30
Hypoxia,VKORC1,5.41943367385705,5.9115263117470395e-30
Hypoxia,SEC61G,4.741112933827921,3.856428704024158e-29
Hypoxia,ENO1,6.103862987397812,4.310275220709634e-29
Hypoxia,C8orf58,3.1078714347082625,7.005177129462671e-29
Hypoxia,C4orf47,6.053300922097778,3.3084421329643046e-28
Hypoxia,MAPK7,2.63190452108407,3.837156400506771e-28
Hypoxia,PDK3,4.399750738661217,4.605344977416633e-28
Hypoxia,CA9,13.961067838986262,4.639828286111253e-28
Hypoxia,ZNF292,6.02393811187105,2.1916664837634412e-27
Hypoxia,GAPDH,5.046552543867155,2.9127924157693144e-27
Hypoxia,PFKP,9.233200905574463,3.672904768977315e-27
Hypoxia,NRN1,6.727516861287743,1.0237764451601708e-26
Hypoxia,SPAG4,10.213071470614544,1.7278721464396362e-26
Hypoxia,RIOK3,3.730301284236218,1.9677816608485588e-26
Hypoxia,P4HA2,6.2803435571622455,2.022596583881206e-26
Hypoxia,C4orf3,7.437918887870261,2.7952187978538445e-26
Hypoxia,ZNF160,2.713924225105919,1.6734004882034575e-25
Hypoxia,WDR54,5.695501641785151,1.68701518419312e-25
Hypoxia,MPI,3.502165309241745,2.1376957339418592e-25
Hypoxia,CLK3,3.564013767080937,2.544765365149162e-25
Hypoxia,PFKL,3.5446163885829014,2.769811182154821e-25
Hypoxia,ADM,17.825696141131807,5.050259208242104e-25
Hypoxia,NOL3,3.9380295361169138,5.994442211247063e-25
Hypoxia,DARS1,3.670815844180791,6.511082060128561e-25
Hypoxia,PKM,4.745179717324236,7.276032013760272e-25
Hypoxia,PGAM1,6.378265135027698,7.4562329331213195e-25
Hypoxia,RAB20,4.256260325236859,1.1340831271418318e-24
Hypoxia,SAP30,2.905750987571088,1.5278077062273413e-24
Hypoxia,LOX,7.461207816237273,1.6621643725377167e-24
Hypoxia,RBPJ,3.851456745820723,1.8306508236441023e-24
Hypoxia,CRKL,2.554734213406757,2.2712254088712627e-24
Hypoxia,NARF,4.09514912532848,4.730730133783715e-24
Hypoxia,FBXO42,2.2572287329470258,5.397749381315212e-24
Hypoxia,RORA,4.508771760265728,7.180647102464666e-24
Hypoxia,GYS1,4.922863343877431,1.3436486477648923e-23
Hypoxia,RNF24,3.8530589421282513,3.469669108249489e-23
Hypoxia,ZNF654,4.28806196320664,3.6570796109167095e-23
Hypoxia,PRSS53,1.9745062323810545,4.050745379899862e-23
Hypoxia,FAM13A,5.094179820464756,6.676380085483147e-23
Hypoxia,POP4,-2.314412633667518,7.082495684684262e-23
Hypoxia,ZMPSTE24,-4.392340277526979,1.3314465774004238e-22
Hypoxia,PPP2R5B,3.482583396179474,1.5288500308706416e-22
Hypoxia,PAM,6.2642963862461665,1.994956211042444e-22
Hypoxia,ZBTB25,3.4190588078493094,2.1811491817775185e-22
Hypoxia,TMX2,-3.697944017575907,2.8849277320009923e-22
Hypoxia,FLAD1,-3.2942166219182485,3.8671975207301793e-22
Hypoxia,CCNG2,7.325840669282846,5.814270529756995e-22
Hypoxia,QRSL1,-2.2452978076758083,6.844875926529403e-22
Hypoxia,LOXL2,4.608767866597851,7.273958228148686e-22
Hypoxia,DOLK,-3.464171671590372,1.0502601454957249e-21
Hypoxia,KDM4C,2.258150961667626,1.0592132317586831e-21
Hypoxia,BCKDK,2.645038791946143,1.5261735869913759e-21
Hypoxia,TBC1D9B,2.7205868593299334,1.8674546283266143e-21
Hypoxia,TPI1,3.7553822853297127,2.2955525135121153e-21
Hypoxia,STC2,8.03666591992239,2.932501625863368e-21
JAK-STAT,OAS1,15.02871458808529,1.0579835555034049e-41
JAK-STAT,HERC6,8.7696758787049,1.345040627868453e-38
JAK-STAT,OAS3,10.618841819069107,1.214358134072169e-37
JAK-STAT,PLSCR1,8.481603172606215,8.95520557924246e-37
JAK-STAT,DDX60,12.198233209424696,9.150970900895239e-36
JAK-STAT,TRIM21,6.674188117175322,1.2992653366683274e-35
JAK-STAT,SP110,8.678712721003516,2.1482557837725535e-35
JAK-STAT,DDX58,12.96537824941593,2.6504061576152213e-35
JAK-STAT,RSAD2,22.898727433412805,2.8011334084290547e-35
JAK-STAT,STAT1,9.083936566082984,3.529055698468323e-35
JAK-STAT,IFI44,12.450862527212522,3.5348532952910007e-35
JAK-STAT,IFIT1,27.85136308886104,4.355448524666526e-34
JAK-STAT,IFI44L,18.867155888745373,7.46305141774397e-34
JAK-STAT,OAS2,9.624826433910476,1.010957211604815e-33
JAK-STAT,SP100,4.476509316100021,1.0687980919787662e-33
JAK-STAT,IFI35,10.598535682064476,6.155418497801277e-33
JAK-STAT,MX2,11.818703102625824,3.850784102179919e-32
JAK-STAT,SAMHD1,7.133444858969064,7.63041603659263e-32
JAK-STAT,ISG15,20.039033525061807,1.1613551915738114e-31
JAK-STAT,DDX60L,7.202283033122158,1.555885111077709e-31
JAK-STAT,IFI6,12.5796945047128,8.686598483311274e-30
JAK-STAT,NMI,7.432654587630982,1.7514344530823464e-29
JAK-STAT,USP18,12.17801175279867,5.0193360047489437e-29
JAK-STAT,IFIT3,20.592306560138873,5.589977056491076e-29
JAK-STAT,IFI16,7.284513462846863,7.175708121626703e-29
JAK-STAT,SAMD9,10.426219160315991,8.974359077363446e-29
JAK-STAT,EIF2AK2,5.7230163248751165,2.2188944740939263e-28
JAK-STAT,XAF1,8.780286115021156,2.403945628584876e-28
JAK-STAT,MX1,19.384131266493444,2.9048548954772133e-28
JAK-STAT,BST2,8.104993585472233,1.5063848696998206e-27
JAK-STAT,IFIH1,8.34769265175166,2.3786055352664977e-27
JAK-STAT,SLC25A28,3.9334616541440486,4.074778992146872e-27
JAK-STAT,SHFL,5.478126049858063,3.422786814081014e-26
JAK-STAT,RTP4,9.45113967581242,9.228591052457167e-26
JAK-STAT,TDRD7,6.56664681954279,1.304339990288494e-25
JAK-STAT,IFI27,11.20265458228107,1.6271744805529682e-25
JAK-STAT,IFIT5,7.948068935223525,2.351352320938215e-24
JAK-STAT,IFITM1,13.943094211839188,2.453837718975967e-24
JAK-STAT,UBE2L6,8.215585125993922,2.4825601496487567e-24
JAK-STAT,PML,3.608525276727841,4.964127177995493e-24
JAK-STAT,BATF2,8.613495106102707,1.1085147612124375e-23
JAK-STAT,EPSTI1,12.08161764162436,1.2243235698653212e-23
JAK-STAT,APOL2,3.656057664879002,3.126546542996474e-23
JAK-STAT,OASL,12.710727206366562,6.592331156277368e-23
JAK-STAT,LAP3,7.384958867335309,9.215798526756204e-23
JAK-STAT,SLC15A3,4.260739183475992,1.2184965489255292e-22
JAK-STAT,IRF7,8.06937432090483,3.082726498322742e-22
JAK-STAT,DHX58,4.909942134787099,3.5634616032143144e-22
JAK-STAT,HELZ2,4.762151884401938,5.990639453563932e-22
JAK-STAT,ADAR,3.874928960702245,8.836424685948209e-22
JAK-STAT,PARP14,6.397283812786976,9.036224902730696e-22
JAK-STAT,TMEM62,2.3069352990793845,1.4169631553101215e-21
JAK-STAT,TRIM14,3.0379588513996647,2.395778307896502e-21
JAK-STAT,SECTM1,5.9932298839983975,9.936189308109716e-21
